,DNE,CDE,HTE,B1E,FRE,BME,EQE,OFE,WOE,DWE,TVE,FGE,B2E,CWE,HPE,GRE,all_P
964,0,0,5,0,114,6,40,14,0,0,37,146,7,0,1814,2,358.0
965,0,0,5,0,106,7,40,14,0,0,37,139,7,0,1,2,360.0
966,0,0,5,0,104,7,40,18,0,0,38,138,7,0,1,2,356.0
967,0,0,5,0,105,7,40,15,0,0,37,136,8,0,1,2,352.0
968,0,0,5,0,104,7,40,15,0,0,38,136,7,0,0,0,358.0
969,0,1,5,0,104,6,40,19,0,0,37,135,8,0,1,2,355.0
970,0,0,5,0,104,6,41,19,0,0,37,134,8,0,1,0,346.0
971,0,0,5,0,103,6,39,15,0,0,37,133,7,0,1,0,348.0
972,0,0,5,0,103,7,40,15,1,0,37,132,7,0,1,0,353.0
973,0,0,5,0,103,6,42,18,0,0,37,132,7,0,1,2,347.0
974,0,0,5,0,103,7,40,15,0,0,37,131,8,0,1,0,347.0
975,0,0,5,0,103,7,40,15,0,0,38,130,7,0,0,2,354.0
976,0,1,5,0,103,6,44,18,0,0,38,131,7,0,1,0,344.0
977,0,0,5,0,103,6,40,14,0,0,38,130,7,0,1,0,344.0
978,0,0,5,0,103,6,39,15,0,0,37,129,7,0,1,2,337.0
979,0,1,5,0,103,6,30,15,0,0,38,129,7,0,1,2,349.0
980,0,0,5,0,104,7,40,18,0,0,38,129,7,0,1,0,221.0
981,0,0,5,0,103,6,40,15,0,0,37,7,8,0,0,0,275.0
982,0,0,21,0,104,7,39,15,0,0,38,7,7,0,37,0,261.0
983,0,0,5,0,103,7,40,15,0,0,38,7,7,0,37,2,263.0
984,0,1,5,0,103,6,41,18,0,0,37,7,8,0,37,0,261.0
985,0,0,5,0,103,7,40,15,0,0,37,7,8,0,37,2,723.0
986,0,0,21,0,104,449,40,18,0,0,38,6,8,0,37,2,650.0
987,0,0,4,0,104,401,39,14,0,0,37,6,7,0,36,2,583.0
988,0,1,4,0,103,331,40,15,0,0,38,6,8,0,37,0,263.0
989,0,0,5,0,103,7,41,15,0,0,38,7,8,0,37,2,409.0
990,0,0,5,0,103,7,40,19,0,0,38,152,7,0,36,2,413.0
991,0,1,21,0,103,6,40,15,0,0,37,144,7,0,37,2,396.0
992,0,1,5,0,103,7,45,16,0,0,38,138,7,0,36,0,393.0
993,0,0,5,0,103,7,40,20,0,0,37,137,7,0,37,0,390.0
994,0,0,5,0,103,6,40,18,0,0,38,135,7,0,36,2,379.0
995,0,0,5,0,104,7,30,16,0,0,38,134,8,0,37,0,388.0
996,0,1,5,0,104,7,40,15,0,0,38,135,7,0,36,0,382.0
997,0,1,5,0,103,7,39,15,0,0,37,130,7,0,36,2,382.0
998,0,0,5,0,103,7,40,15,0,0,37,127,8,0,38,2,378.0
999,0,0,5,0,103,7,40,15,0,0,37,126,7,0,36,2,380.0
1000,0,1,5,0,103,7,39,18,0,0,37,124,7,0,37,2,376.0
1001,0,0,5,0,103,6,40,15,0,0,38,124,7,0,36,2,378.0
1002,0,1,5,0,104,7,40,15,0,0,37,123,8,0,36,2,254.0
1003,0,0,5,0,103,7,39,18,0,0,38,0,7,0,37,0,256.0
1004,0,1,5,0,103,7,40,18,0,0,37,0,7,0,36,2,301.0
1005,0,1,5,0,104,6,41,62,0,0,37,0,7,0,36,2,257.0
1006,0,0,5,0,103,7,40,19,0,0,37,0,8,0,36,2,255.0
1007,0,1,5,0,104,7,40,15,0,0,37,0,8,0,36,2,254.0
1008,0,0,5,0,103,7,42,15,0,0,38,0,8,0,36,0,255.0
1009,0,0,5,0,103,6,40,19,0,0,38,0,8,0,36,0,250.0
1010,0,0,5,0,104,6,39,15,0,0,38,0,7,0,36,0,258.0
1011,0,0,5,0,103,6,44,15,0,0,38,0,8,0,37,2,257.0
1012,0,1,5,0,103,6,40,18,1,0,37,0,8,0,36,2,1612.0
1013,0,1,5,0,111,7,39,15,0,0,38,0,7,0,1389,0,1835.0
1014,0,1,5,0,111,6,30,15,0,0,38,0,8,0,1621,0,1953.0
1015,0,1,5,0,111,7,40,15,0,0,37,0,7,0,1728,2,1981.0
1016,0,0,5,0,111,7,40,19,0,0,37,0,7,0,1755,0,1998.0
1017,0,0,5,0,114,6,39,15,0,0,38,0,7,0,1774,0,2011.0
1018,0,0,5,0,112,7,40,15,0,0,37,0,8,0,1787,0,2021.0
1019,0,2,5,0,113,7,39,18,0,0,38,0,7,0,1790,2,1991.0
1020,0,0,5,0,113,7,40,15,0,0,38,0,7,0,1766,0,2000.0
1021,0,0,5,0,113,7,40,15,0,0,38,0,7,0,1775,0,2004.0
1022,0,1,5,0,113,6,40,18,0,0,37,0,7,0,1777,0,2008.0
1023,0,0,5,0,112,7,40,19,0,0,38,0,8,0,1779,0,2006.0
1024,0,0,5,0,112,6,41,14,0,0,38,0,8,0,1782,0,2019.0
1025,0,0,5,0,113,7,39,15,0,0,38,1,7,0,1792,2,2018.0
1026,0,0,5,0,112,7,39,15,0,0,38,0,8,0,1792,2,2032.0
1027,0,0,5,0,112,7,43,19,0,0,37,1,8,0,1800,0,2022.0
1028,0,0,5,0,112,7,39,15,0,0,37,0,7,0,1798,2,2034.0
1029,0,0,5,0,113,7,39,17,0,0,38,0,8,0,1805,2,2018.0
1030,0,0,5,0,113,6,30,18,0,0,38,0,7,0,1801,0,2027.0
1031,0,0,5,0,113,6,40,15,0,0,37,0,8,0,1803,0,2033.0
1032,0,0,5,0,113,6,40,15,0,0,38,0,8,0,1806,2,2181.0
1033,0,0,5,0,113,7,40,19,0,0,37,144,7,0,1809,0,2166.0
1034,0,0,5,0,114,7,40,16,0,0,38,133,7,0,1806,0,2163.0
1035,0,1,5,0,114,7,40,15,0,0,38,126,7,0,1810,0,2159.0
1036,0,0,5,0,113,6,39,15,0,0,38,126,7,0,1810,0,2167.0
1037,0,1,5,0,114,7,40,19,0,0,37,125,7,0,1810,2,340.0
1038,0,0,5,0,104,6,39,15,0,0,38,124,7,0,0,2,342.0
1039,0,0,5,0,103,7,39,15,0,0,38,124,8,0,1,2,345.0
1040,0,1,5,0,103,7,41,18,0,0,38,124,7,0,1,0,342.0
1041,0,0,5,0,103,7,40,15,0,0,37,123,7,0,1,4,216.0
1042,0,0,5,0,103,7,40,15,0,0,38,0,8,0,0,0,227.0
1043,0,0,5,0,103,7,42,19,0,0,38,0,8,0,1,4,221.0
1044,0,0,5,0,103,7,39,16,0,0,38,0,8,0,1,4,216.0
1045,0,0,5,0,103,7,40,15,1,0,38,0,7,0,0,0,226.0
1046,0,1,5,0,102,7,45,15,0,0,39,0,7,0,1,4,220.0
1047,0,0,5,0,103,6,40,19,0,0,38,0,8,0,1,0,236.0
1048,0,0,21,0,104,7,39,15,0,0,38,0,8,0,0,4,204.0
1049,0,0,5,0,103,6,30,15,0,0,38,0,7,0,0,0,221.0
1050,0,1,5,0,103,6,40,18,0,0,38,0,7,0,1,2,216.0
1051,0,0,5,0,102,7,39,15,0,0,38,0,7,0,1,2,217.0
1052,0,0,5,0,103,7,39,15,0,0,37,0,8,0,1,2,219.0
1053,0,1,5,0,103,7,40,15,0,0,38,0,7,0,1,2,219.0
1054,0,0,5,0,103,7,39,19,0,0,37,0,8,0,1,0,250.0
1055,0,0,5,0,103,6,39,15,0,0,38,0,7,0,37,0,261.0
1056,0,0,5,0,103,7,40,15,0,0,38,10,7,0,36,0,265.0
1057,0,0,5,0,103,7,39,17,0,0,38,10,7,0,37,2,256.0
1058,0,1,5,0,103,7,39,18,0,0,37,0,8,0,36,2,301.0
1059,0,0,5,0,104,6,42,61,0,0,37,0,8,0,36,2,252.0
1060,0,0,5,0,104,7,39,15,0,0,37,0,7,0,36,2,254.0
1061,0,1,5,0,103,7,40,15,0,0,37,0,8,0,36,2,254.0
1062,0,0,5,0,103,6,43,15,0,0,37,0,7,0,36,2,256.0
1063,0,0,5,0,103,7,40,18,0,0,37,0,8,0,36,2,254.0
1064,0,0,5,0,104,7,40,15,0,0,37,0,8,0,36,2,242.0
1065,0,0,5,0,103,7,30,15,0,0,38,0,7,0,35,2,252.0
1066,0,0,5,0,103,6,40,15,0,0,38,0,7,0,36,2,257.0
1067,0,1,5,0,103,6,40,18,0,0,38,0,8,0,36,2,254.0
1068,0,0,5,0,103,7,39,15,0,0,39,0,7,0,35,4,399.0
1069,0,0,5,0,102,7,40,15,0,0,37,147,8,0,36,2,391.0
1070,0,0,5,0,104,7,39,19,0,0,37,135,8,0,37,0,382.0
1071,0,1,5,0,103,7,39,18,0,0,38,127,7,0,35,2,378.0
1072,0,0,5,0,103,7,40,15,0,0,37,126,8,0,35,2,381.0
1073,0,1,5,0,103,7,40,19,0,0,38,125,7,0,36,0,376.0
1074,0,0,5,0,103,7,40,15,0,0,38,125,8,0,35,0,1592.0
1075,0,0,5,0,111,6,41,15,1,0,38,124,8,0,1239,4,1936.0
1076,0,0,5,0,111,7,39,14,0,0,37,123,8,0,1590,2,2065.0
1077,0,0,5,0,111,7,39,18,0,0,37,123,7,0,1718,0,1977.0
1078,0,1,5,0,111,7,42,16,0,0,38,0,7,0,1750,0,1966.0
1079,0,0,5,0,110,7,40,14,0,0,38,0,8,0,1744,0,1974.0
1080,0,1,5,0,112,6,39,15,0,0,38,0,8,0,1750,0,1987.0
1081,0,1,5,0,111,7,45,18,0,0,37,0,8,0,1753,2,1990.0
1082,0,1,5,0,113,6,39,15,0,0,37,0,8,0,1766,0,1997.0
1083,0,0,5,0,112,7,40,15,0,0,37,1,7,0,1773,0,1997.0
1084,0,1,5,0,112,7,30,18,0,0,37,0,7,0,1778,2,2018.0
1085,0,0,5,0,114,6,40,17,0,0,38,0,7,0,1791,0,2013.0
1086,0,0,5,0,112,6,39,15,0,0,38,0,7,0,1789,2,2031.0
1087,0,1,21,0,112,7,39,15,0,0,37,0,7,0,1792,0,2040.0
1088,0,0,24,0,113,7,40,19,0,0,38,0,7,0,1792,0,2052.0
1089,0,0,22,0,114,7,39,15,0,0,37,0,7,0,1809,2,2028.0
1090,0,0,5,0,113,6,40,15,0,0,37,0,7,0,1803,2,2030.0
1091,0,1,5,0,113,6,41,15,0,0,37,0,8,0,1802,2,2019.0
1092,0,1,5,0,113,7,40,18,0,0,38,0,7,0,1790,0,2033.0
1093,0,0,5,0,114,6,40,15,0,0,38,0,8,0,1807,0,2045.0
1094,0,0,5,0,112,7,42,19,0,0,38,1,8,0,1811,2,2040.0
1095,0,0,5,0,113,7,40,15,0,0,38,0,8,0,1814,0,2045.0
1096,0,1,5,0,112,6,40,15,0,0,38,0,7,0,1819,2,220.0
1097,0,0,5,0,103,7,43,15,0,0,38,0,8,0,1,0,222.0
1098,0,0,5,0,103,6,40,19,0,0,38,0,8,0,1,2,213.0
1099,0,0,5,0,102,7,39,14,0,0,39,0,7,0,0,0,207.0
1100,0,1,5,0,103,7,30,15,0,0,37,0,8,0,1,0,217.0
1101,0,0,5,0,103,7,39,15,1,0,38,0,8,0,1,0,218.0
1102,0,0,5,0,102,6,39,19,0,0,38,0,8,0,1,0,213.0
1103,0,0,5,0,103,6,39,15,0,0,37,0,7,0,1,0,216.0
1104,0,0,5,0,103,6,40,15,0,0,38,0,8,0,1,0,221.0
1105,0,0,5,0,103,7,39,19,0,0,39,0,8,0,1,0,221.0
1106,0,0,5,0,103,7,40,15,1,0,38,0,8,0,2,2,218.0
1107,0,0,5,0,103,7,40,15,0,0,37,0,8,0,1,2,221.0
1108,0,0,5,0,103,7,40,18,0,0,37,0,8,0,1,2,221.0
1109,0,0,5,0,103,6,40,18,0,0,38,0,8,0,1,2,218.0
1110,0,0,5,0,103,7,41,14,0,0,38,1,8,0,1,0,366.0
1111,0,1,5,0,103,7,40,15,0,0,38,147,7,0,1,2,397.0
1112,0,0,5,0,103,7,40,61,0,0,38,135,7,0,1,0,390.0
1113,0,0,5,0,103,7,42,18,0,0,37,128,7,0,39,4,380.0
1114,0,0,5,0,103,7,40,15,0,0,38,127,7,0,38,0,385.0
1115,0,1,5,0,103,7,40,18,0,0,38,126,8,0,37,2,384.0
1116,0,0,5,0,104,6,46,15,0,0,38,125,7,0,38,0,379.0
1117,0,0,5,0,103,7,40,15,0,0,38,127,7,0,37,0,381.0
1118,0,0,5,0,103,7,40,18,0,0,37,126,8,0,37,0,373.0
1119,0,1,5,0,103,7,35,15,0,0,37,123,8,0,37,2,253.0
1120,0,0,5,0,103,6,40,15,0,0,38,0,8,0,38,0,258.0
1121,0,0,5,0,103,7,40,18,0,0,37,0,8,0,38,2,252.0
1122,0,0,5,0,104,7,39,15,0,0,37,0,7,0,36,2,252.0
1123,0,1,5,0,103,7,40,15,0,0,38,0,7,0,36,0,253.0
1124,0,0,5,0,103,7,40,15,0,0,37,0,7,0,37,2,250.0
1125,0,0,5,0,103,6,39,15,0,0,37,0,7,0,36,2,258.0
1126,0,0,5,0,103,7,40,18,0,0,38,0,8,0,37,2,257.0
1127,0,0,5,0,104,7,39,18,0,0,37,0,7,0,36,4,252.0
1128,0,1,5,0,103,7,40,15,1,0,37,0,7,0,36,0,251.0
1129,0,0,5,0,103,7,41,15,0,0,37,0,7,0,36,0,258.0
1130,0,0,5,0,103,6,40,19,0,0,38,0,8,0,37,2,252.0
1131,0,0,5,0,103,7,39,15,0,0,38,0,8,0,37,0,252.0
1132,0,0,5,0,102,6,43,15,0,0,37,0,8,0,36,0,258.0
1133,0,0,5,0,103,7,40,18,0,0,38,0,8,0,37,2,254.0
1134,0,0,5,0,103,7,40,15,0,0,38,0,8,0,36,2,245.0
1135,0,0,5,0,103,7,30,19,0,0,37,0,7,0,37,0,252.0
1136,0,0,5,0,104,6,40,15,0,0,38,0,7,0,37,0,260.0
1137,0,0,5,0,105,7,40,18,0,0,38,0,8,0,37,2,256.0
1138,0,1,5,0,103,6,40,18,0,0,37,0,8,0,38,0,256.0
1139,0,0,5,0,103,7,40,15,0,0,38,0,8,0,38,2,257.0
1140,0,0,5,0,105,7,40,15,0,0,38,0,8,0,37,2,260.0
1141,0,0,5,0,103,7,40,19,0,0,37,0,8,0,37,4,255.0
1142,0,0,5,0,104,6,40,15,0,0,38,0,7,0,36,4,253.0
1143,0,0,5,0,103,7,40,15,0,0,38,0,7,0,36,2,260.0
1144,0,0,5,0,103,7,40,17,0,0,37,7,7,0,37,0,263.0
1145,0,1,5,0,103,6,41,16,0,0,38,7,7,0,35,4,261.0
1146,0,0,5,0,104,6,40,15,0,0,38,7,7,0,37,2,265.0
1147,0,0,5,0,105,7,40,18,0,0,38,7,8,0,37,0,416.0
1148,0,1,19,0,104,7,42,15,0,0,38,145,7,0,38,0,405.0
1149,0,0,22,0,103,6,40,15,0,0,38,138,7,0,36,0,400.0
1150,0,1,5,0,104,7,40,19,0,0,38,136,8,0,38,4,383.0
1151,0,0,5,0,104,6,36,15,0,0,37,136,7,0,37,0,437.0
1152,0,0,53,0,104,7,40,15,0,0,38,135,8,0,37,0,406.0
1153,0,0,21,0,103,7,39,19,0,0,37,133,7,0,36,4,384.0
1154,0,0,5,0,104,6,39,15,0,0,38,132,7,0,36,2,427.0
1155,0,0,50,0,103,6,39,15,0,0,39,132,7,0,36,0,405.0
1156,0,0,21,0,103,7,39,18,0,0,38,130,8,0,37,4,386.0
1157,0,1,5,0,104,7,39,15,0,0,38,130,8,0,37,2,385.0
1158,0,1,5,0,103,7,40,18,0,0,37,130,8,0,36,0,380.0
1159,0,0,5,0,103,6,39,15,0,0,38,130,7,0,37,0,383.0
1160,0,0,5,0,104,6,39,15,0,0,38,129,8,0,37,2,383.0
1161,0,0,5,0,104,6,40,16,0,0,37,129,7,0,37,2,403.0
1162,0,0,21,0,104,6,41,20,0,0,38,128,7,0,36,2,384.0
1163,0,0,5,0,104,7,39,16,0,0,39,128,7,0,37,2,320.0
1164,0,0,5,0,103,7,42,73,0,0,38,7,7,0,36,2,279.0
1165,0,0,21,0,103,7,39,20,0,0,38,7,8,0,36,0,263.0
1166,0,0,5,0,104,7,40,16,0,0,38,7,7,0,37,2,264.0
1167,0,0,5,0,102,6,44,15,0,0,38,7,7,0,38,2,279.0
1168,0,0,21,0,104,7,41,16,0,0,38,7,8,0,37,0,268.0
1169,0,1,5,0,104,6,40,20,0,0,38,7,7,0,38,2,253.0
1170,0,0,5,0,103,7,29,16,0,0,39,7,8,0,37,2,263.0
1171,0,0,5,0,104,7,39,16,0,0,38,7,7,0,38,2,269.0
1172,0,0,5,0,104,7,40,20,1,0,38,7,8,0,37,2,259.0
1173,0,0,5,0,104,6,40,15,0,0,37,7,7,0,36,2,407.0
1174,0,0,5,0,103,6,40,15,0,0,37,154,8,0,37,2,395.0
1175,0,1,5,0,103,7,40,18,0,0,38,135,8,0,38,2,389.0
1176,0,1,5,0,104,7,40,15,0,0,38,132,8,0,37,2,387.0
1177,0,1,5,0,104,7,40,15,0,0,38,130,7,0,38,2,384.0
1178,0,0,5,0,104,7,40,19,0,0,37,129,7,0,36,0,381.0
1179,0,1,5,0,103,7,40,15,0,0,38,127,7,0,38,0,388.0
1180,0,1,5,0,103,6,41,19,0,0,38,127,7,0,37,4,383.0
1181,0,1,5,0,103,7,39,19,0,0,38,125,8,0,38,0,378.0
1182,0,0,5,0,103,7,40,15,0,0,38,124,7,0,37,2,381.0
1183,0,1,5,0,103,7,42,19,0,0,37,123,8,0,36,0,382.0
1184,0,1,5,0,104,7,40,19,0,0,37,122,7,0,36,4,254.0
1185,0,0,5,0,104,6,40,15,0,0,38,0,7,0,37,2,245.0
1186,0,0,5,0,104,7,30,19,0,0,37,0,7,0,36,0,252.0
1187,0,1,5,0,104,7,40,15,0,0,37,0,7,0,36,0,256.0
1188,0,1,5,0,104,6,40,15,0,0,38,0,7,0,38,2,253.0
1189,0,0,5,0,104,7,40,15,0,0,38,0,7,0,37,0,251.0
1190,0,1,5,0,103,6,40,15,0,0,38,0,7,0,36,0,260.0
1191,0,1,5,0,104,7,40,19,0,0,38,0,8,0,36,2,253.0
1192,0,0,5,0,103,6,40,15,0,0,38,0,8,0,38,0,274.0
1193,0,1,22,0,103,7,40,15,0,0,38,0,8,0,36,4,257.0
1194,0,0,5,0,104,7,41,16,0,0,37,1,8,0,38,0,257.0
1195,0,0,5,0,103,7,41,18,0,0,38,0,7,0,36,2,261.0
1196,0,1,5,0,104,7,42,15,0,0,38,0,8,0,37,4,254.0
1197,0,0,5,0,103,7,40,16,0,0,37,0,7,0,37,2,305.0
1198,0,0,54,0,104,7,40,17,0,0,38,0,7,0,36,2,272.0
1199,0,1,21,0,103,6,42,15,0,0,38,0,7,0,37,2,274.0
1200,0,1,21,0,104,7,40,18,0,0,38,1,7,0,37,0,319.0
1201,0,1,20,0,104,7,40,61,0,0,38,1,8,0,37,2,311.0
1202,0,0,5,0,105,7,45,60,0,0,38,1,8,0,38,4,324.0
1203,0,0,29,0,103,7,40,60,0,0,38,0,8,0,37,2,347.0
1204,0,0,21,0,103,7,40,15,0,0,37,80,8,0,36,0,262.0
1205,0,0,21,0,104,6,30,18,0,0,37,1,7,0,36,2,319.0
1206,0,1,5,0,104,6,40,15,0,0,38,0,70,0,38,2,314.0
1207,0,0,5,0,103,6,40,20,0,0,37,0,66,0,37,0,338.0
1208,0,0,21,0,104,7,40,24,0,0,37,0,69,0,36,0,359.0
1209,0,0,45,0,103,7,40,20,0,0,38,0,67,0,37,2,342.0
1210,0,0,21,0,104,7,40,20,0,0,37,0,76,0,37,0,330.0
1211,0,0,21,0,103,7,40,21,0,0,38,0,60,0,38,2,346.0
1212,0,0,33,0,103,7,40,20,0,0,38,0,65,0,38,2,328.0
1213,0,0,21,0,103,7,40,23,0,0,38,0,59,0,37,0,306.0
1214,0,0,5,0,104,7,40,15,0,0,37,0,59,0,37,2,308.0
1215,0,0,5,0,104,7,41,15,0,0,39,0,58,0,37,2,446.0
1216,0,0,5,0,104,7,40,15,0,0,38,141,59,0,37,0,450.0
1217,0,0,5,0,103,7,40,19,0,0,38,139,60,0,37,2,439.0
1218,0,0,5,0,104,7,43,15,0,0,38,129,62,0,36,0,437.0
1219,0,0,5,0,104,7,40,15,0,0,37,130,61,0,36,2,439.0
1220,0,1,5,0,104,7,40,18,0,0,37,127,61,0,37,2,429.0
1221,0,0,5,0,104,7,30,15,0,0,38,126,65,0,37,2,444.0
1222,0,0,5,0,103,7,40,15,0,0,37,125,72,0,36,4,436.0
1223,0,1,5,0,104,7,40,19,0,0,38,126,56,0,38,2,429.0
1224,0,0,5,0,104,7,40,15,0,0,37,123,59,0,37,2,425.0
1225,0,0,5,0,104,7,40,15,0,0,38,123,56,0,37,0,304.0
1226,0,0,5,0,104,7,40,18,0,0,38,0,56,0,36,0,318.0
1227,0,0,5,0,104,7,40,19,0,0,38,10,56,0,37,2,306.0
1228,0,0,5,0,103,6,40,15,0,0,37,7,56,0,37,0,310.0
1229,0,0,5,0,104,7,40,15,0,0,38,7,55,0,37,2,318.0
1230,0,0,5,0,104,7,40,19,0,0,38,7,58,0,38,2,319.0
1231,0,0,5,0,104,7,41,17,0,0,38,7,61,0,37,2,311.0
1232,0,0,5,0,104,6,40,15,0,0,37,7,58,0,37,2,314.0
1233,0,0,5,0,104,7,40,19,0,0,38,7,56,0,36,2,328.0
1234,0,0,5,0,104,7,42,20,0,0,38,7,64,0,37,4,326.0
1235,0,0,5,0,103,7,40,20,0,0,37,7,69,0,36,2,319.0
1236,0,0,5,0,104,6,40,20,0,0,37,7,61,0,37,2,464.0
1237,0,1,5,0,104,6,44,23,0,0,37,150,57,0,37,0,455.0
1238,0,0,5,0,103,7,39,24,0,0,37,138,63,0,37,2,442.0
1239,0,0,5,0,103,7,39,15,0,0,38,136,63,0,36,0,447.0
1240,0,0,5,0,103,7,30,15,0,0,38,135,75,0,37,2,432.0
1241,0,0,5,0,104,6,39,15,0,0,37,134,56,0,36,0,448.0
1242,0,0,20,0,103,6,40,15,0,0,38,133,55,0,38,0,446.0
1243,0,0,21,0,103,6,39,15,0,0,37,133,56,0,36,0,449.0
1244,0,1,5,0,103,7,40,16,0,0,37,133,71,0,36,0,443.0
1245,0,0,5,0,103,7,39,19,0,0,37,131,63,0,37,2,437.0
1246,0,0,5,0,103,6,39,15,0,0,37,131,63,0,36,2,384.0
1247,0,0,5,0,103,7,40,15,0,0,38,130,7,0,37,2,381.0
1248,0,1,5,0,103,6,39,15,0,0,38,130,7,0,37,0,387.0
1249,0,1,5,0,104,7,40,18,0,0,37,129,8,0,36,2,383.0
1250,0,1,5,0,104,7,41,15,0,0,38,129,7,0,36,0,382.0
1251,0,1,5,0,103,6,40,15,0,0,38,128,8,0,36,2,427.0
1252,0,1,5,0,104,7,40,60,0,0,38,128,7,0,37,0,390.0
1253,0,1,5,0,104,7,43,19,0,0,37,128,8,0,36,2,260.0
1254,0,0,5,0,103,7,40,15,0,0,38,7,7,0,36,2,274.0
1255,0,1,21,0,103,7,40,15,0,0,38,7,7,0,35,0,253.0
1256,0,0,5,0,104,7,30,17,0,0,38,7,8,0,37,0,1455.0
1257,0,1,5,0,111,7,40,15,0,0,38,10,8,0,1220,0,1801.0
1258,0,0,5,0,111,7,40,19,0,0,38,1,7,0,1573,0,1920.0
1259,0,0,5,0,110,6,40,15,0,0,38,0,8,0,1694,4,1967.0
1260,0,0,5,0,111,7,40,15,0,0,37,0,8,0,1744,0,1987.0
1261,0,0,5,0,111,7,40,19,0,0,37,1,7,0,1758,2,1996.0
1262,0,0,5,0,110,7,40,15,0,0,38,0,7,0,1774,0,2009.0
1263,0,1,5,0,111,6,40,19,0,0,38,0,8,0,1779,2,2173.0
1264,0,0,5,0,111,7,39,15,0,0,38,150,7,0,1801,0,2127.0
1265,0,0,5,0,113,7,40,15,0,0,38,137,7,0,1765,0,2135.0
1266,0,0,5,0,113,7,41,19,0,0,38,130,8,0,1774,0,2126.0
1267,0,1,5,0,111,7,40,15,0,0,38,127,7,0,1775,0,2132.0
1268,0,0,5,0,112,6,40,15,0,0,38,127,8,0,1781,0,2155.0
1269,0,0,5,0,112,7,42,19,0,0,37,127,7,0,1797,2,2134.0
1270,0,0,5,0,113,7,40,15,0,0,37,124,8,0,1785,0,2143.0
1271,0,0,5,0,113,7,40,15,0,0,37,123,7,0,1792,4,2151.0
1272,0,0,5,0,113,6,45,19,0,0,37,122,7,0,1797,0,2023.0
1273,0,0,5,0,112,7,40,15,0,0,38,0,7,0,1797,2,2031.0
1274,0,0,5,0,113,7,40,19,1,0,38,0,8,0,1800,0,2013.0
1275,0,0,5,0,111,6,30,15,1,0,38,1,8,0,1798,0,2027.0
1276,0,0,5,0,113,6,40,15,0,0,38,0,8,0,1800,2,2034.0
1277,0,0,5,0,113,7,40,19,0,0,38,0,7,0,1803,2,2027.0
1278,0,1,5,0,112,7,40,15,0,0,38,0,8,0,1801,0,218.0
1279,0,0,5,0,103,7,40,15,0,0,38,0,7,0,1,2,219.0
1280,0,0,5,0,103,7,40,17,0,0,37,0,7,0,1,2,218.0
1281,0,1,5,0,104,7,39,15,0,0,38,0,8,0,1,0,221.0
1282,0,0,5,0,103,7,41,18,0,0,37,0,7,0,1,2,543.0
1283,0,0,4,0,103,332,40,15,0,0,38,0,8,0,1,2,640.0
1284,0,0,4,0,103,426,40,19,0,0,38,0,8,0,0,2,669.0
1285,0,1,35,0,103,426,42,15,0,0,37,0,8,0,0,2,646.0
1286,0,0,21,0,103,420,40,15,0,0,38,0,8,0,1,0,643.0
1287,0,0,4,0,104,430,40,19,0,0,38,0,7,0,1,0,653.0
1288,0,0,4,0,103,438,44,15,0,0,38,0,8,0,1,2,545.0
1289,0,0,4,0,104,333,40,15,0,0,39,0,7,0,1,2,573.0
1290,0,0,21,0,104,334,40,19,0,0,38,0,7,7,1,2,654.0
1291,0,0,21,0,103,333,30,15,0,0,39,0,8,105,0,0,570.0
1292,0,1,24,0,103,331,40,15,0,0,38,0,8,7,1,2,740.0
1293,0,1,20,0,103,331,40,19,0,0,38,0,7,178,1,2,736.0
1294,0,0,4,0,104,332,40,15,0,0,38,0,8,195,0,0,737.0
1295,0,0,4,0,103,333,40,19,0,0,38,0,8,191,1,0,730.0
1296,0,0,20,0,105,331,40,15,0,0,38,0,8,172,1,0,715.0
1297,0,0,4,0,103,333,39,15,0,0,37,0,8,175,1,0,772.0
1298,0,1,4,0,104,332,40,19,0,0,39,0,8,185,38,2,809.0
1299,0,0,21,0,103,333,40,61,0,0,38,0,8,166,37,2,869.0
1300,0,0,4,0,103,433,40,15,0,0,38,0,8,189,37,2,857.0
1301,0,0,4,0,103,429,41,19,0,0,38,0,8,175,38,2,768.0
1302,0,2,4,0,104,332,40,15,0,0,38,0,8,186,37,2,734.0
1303,0,0,4,0,104,337,40,15,0,0,38,0,7,151,36,2,755.0
1304,0,0,4,0,103,335,42,19,0,0,38,0,8,166,38,2,887.0
1305,0,0,4,0,104,336,40,15,0,0,38,143,8,163,36,0,897.0
1306,0,0,4,0,104,336,39,18,0,0,38,131,7,182,36,2,902.0
1307,0,0,4,0,104,338,46,15,0,0,38,127,8,182,38,2,885.0
1308,0,0,4,0,103,337,40,15,0,0,38,127,7,175,37,2,1015.0
1309,0,0,4,0,104,432,40,15,1,0,38,126,8,210,37,0,925.0
1310,0,1,4,0,104,439,30,19,0,0,38,124,8,117,37,4,859.0
1311,0,0,4,0,104,447,40,16,0,0,38,126,8,36,38,2,932.0
1312,0,0,4,0,104,440,40,16,0,0,38,124,8,119,37,2,917.0
1313,0,0,21,0,104,437,40,20,0,0,38,124,7,88,38,0,1133.0
1314,0,0,3,0,105,437,40,19,0,0,38,0,7,445,37,2,742.0
1315,0,1,51,0,104,435,40,16,0,0,38,0,8,12,37,0,818.0
1316,0,0,20,0,104,431,40,20,0,0,38,0,7,118,38,2,851.0
1317,0,1,4,0,104,431,41,16,0,0,38,10,8,159,37,2,858.0
