,BME,CDE,DWE,FGE,FRE,HPE,TVE,all_P
2510,7,1,0,0,103,36,37,184
2511,7,1,0,0,103,36,37,184
2512,6,2,0,141,103,36,37,325
2513,7,0,0,127,103,36,37,310
2514,7,0,0,127,103,35,37,309
2515,7,1,0,125,103,36,37,309
2516,7,0,0,125,104,37,37,310
2517,7,0,0,124,104,36,38,309
2518,6,0,0,124,103,37,38,308
2519,7,1,0,123,104,37,39,311
2520,7,1,0,122,103,37,37,307
2521,7,0,0,0,104,37,37,185
2522,7,0,0,0,103,36,37,183
2523,7,1,0,0,103,37,37,185
2524,6,0,0,0,103,38,38,185
2525,7,0,0,0,104,36,37,184
2526,7,0,0,0,104,36,37,184
2527,7,0,0,0,103,36,38,184
2528,6,0,0,0,104,36,37,183
2529,7,1,0,0,103,38,37,186
2530,6,1,0,0,104,37,38,186
2531,7,1,0,0,103,36,37,184
2532,7,0,0,0,103,37,38,185
2533,6,1,0,0,104,36,37,184
2534,7,0,0,0,104,36,37,184
2535,6,0,0,1,103,36,37,183
2536,329,0,0,0,104,36,38,507
2537,7,1,0,10,105,36,37,196
2538,7,1,0,7,104,37,38,194
2539,7,0,0,7,104,37,37,192
2540,6,0,0,7,103,36,38,190
2541,7,0,0,7,104,36,37,191
2542,7,0,0,7,103,36,37,190
2543,7,0,0,7,103,36,37,190
2544,7,0,0,145,103,36,37,328
2545,7,0,0,136,104,36,37,320
2546,7,0,0,136,103,37,38,321
2547,7,0,0,133,103,37,38,318
2548,7,0,0,150,103,37,38,335
2549,7,0,0,134,104,37,37,319
2550,7,1,0,134,104,36,37,319
2551,6,0,0,133,103,36,38,316
2552,7,1,0,132,103,36,38,317
2553,7,0,0,132,105,37,37,318
2554,7,0,0,132,103,35,38,315
2555,7,0,0,131,103,36,37,314
2556,7,0,0,131,103,36,38,315
2557,7,0,0,131,104,36,37,315
2558,7,0,0,130,103,37,37,314
2559,7,0,0,129,105,36,38,315
2560,7,0,0,129,103,36,37,312
2561,7,0,0,128,103,36,37,311
2562,7,0,0,7,104,37,38,193
2563,7,0,0,7,104,36,38,192
2564,7,1,0,7,103,36,38,192
2565,7,0,0,7,104,36,37,191
2566,7,0,0,7,103,36,37,190
2567,7,0,0,7,104,37,37,192
2568,6,0,0,7,103,36,37,189
2569,7,0,0,7,103,36,38,191
2570,7,0,0,7,102,36,37,189
2571,7,1,0,1,104,36,38,187
2572,7,0,0,143,104,36,38,328
2573,7,0,0,130,102,36,37,312
2574,7,0,0,207,103,36,37,390
2575,6,0,0,128,103,36,38,311
2576,449,0,0,126,103,35,37,750
2577,431,0,0,125,103,36,37,732
2578,7,0,0,124,103,36,37,307
2579,6,1,0,124,103,36,38,308
2580,7,0,0,122,110,1298,37,1574
2581,7,0,0,123,111,1585,37,1863
2582,7,0,0,0,110,1685,37,1839
2583,7,0,0,1,110,1723,37,1878
2584,6,0,0,1,111,1741,37,1896
2585,7,0,0,1,111,1749,38,1906
2586,7,1,0,1,111,1771,37,1928
2587,7,0,0,0,111,1777,37,1932
2588,7,0,0,0,112,1776,37,1932
2589,7,1,0,1,111,1782,37,1939
2590,7,0,0,0,112,1789,37,1945
2591,7,1,0,0,111,1795,37,1951
2592,6,1,0,0,111,1797,37,1952
2593,7,0,0,0,111,1799,37,1954
2594,7,1,0,0,111,1803,38,1960
2595,7,0,0,1,112,1806,37,1963
2596,7,0,0,1,112,1803,38,1961
2597,7,0,0,0,112,1808,37,1964
2598,7,1,0,0,113,1811,38,1970
2599,7,0,0,0,111,1810,37,1965
2600,7,0,0,0,103,1,37,148
2601,7,1,0,0,103,1,38,150
2602,7,0,0,0,103,1,37,148
2603,7,0,0,0,104,1,38,150
2604,7,0,0,0,104,1,38,150
2605,7,1,0,0,103,0,37,148
2606,7,0,0,0,103,1,38,149
2607,8,0,0,1,104,2,37,152
2608,7,1,0,1,104,1,38,152
2609,7,0,0,0,104,1,37,149
2610,7,0,0,0,103,1,37,148
2611,7,0,0,1,104,1,37,150
2612,7,0,0,145,104,1,37,294
2613,7,1,0,132,103,1,38,282
2614,7,0,0,127,104,1,37,276
2615,7,0,0,128,104,1,37,277
2616,7,0,0,126,104,2,37,276
2617,7,0,0,124,104,38,37,310
2618,7,1,0,125,103,37,37,310
2619,7,2,0,124,103,38,37,311
2620,7,0,0,122,103,36,37,305
2621,7,0,0,0,104,37,37,185
2622,7,0,0,0,103,36,37,183
2623,7,0,0,0,103,36,37,183
2624,6,0,0,0,103,36,37,182
2625,7,0,0,0,103,35,38,183
2626,7,0,0,0,103,36,37,183
2627,6,0,0,0,103,36,37,182
2628,7,0,0,0,104,38,37,186
2629,7,0,0,1,103,36,37,184
2630,7,1,0,7,104,37,37,193
2631,7,0,0,0,105,35,38,185
2632,7,0,0,0,104,35,37,183
2633,6,1,0,0,104,37,37,185
2634,6,0,0,0,104,37,38,185
2635,7,0,0,0,103,38,38,186
2636,6,0,0,0,103,37,37,183
2637,7,1,0,0,104,36,37,185
2638,7,1,0,0,104,36,37,185
2639,7,0,0,1,103,36,38,185
2640,7,0,0,1,103,36,37,184
2641,7,0,0,0,103,36,38,184
2642,7,0,0,0,103,37,38,185
2643,7,0,0,0,104,36,37,184
2644,7,0,0,0,104,36,38,185
2645,7,1,0,0,103,36,37,184
2646,6,0,0,0,103,37,37,183
2647,6,0,0,143,104,36,37,326
2648,7,0,0,129,104,37,38,315
2649,6,0,0,126,103,37,37,309
2650,6,0,0,126,103,37,37,309
2651,7,0,0,125,103,36,37,308
2652,7,0,0,124,104,37,37,309
2653,7,0,0,124,105,36,37,309
2654,6,0,0,122,104,36,37,305
2655,7,0,0,122,104,36,38,307
2656,7,0,0,0,103,37,37,184
2657,7,1,0,0,103,37,38,186
2658,7,0,0,0,103,36,37,183
2659,6,0,0,0,103,36,37,182
2660,7,2,0,0,104,38,37,188
2661,7,0,0,1,104,37,37,186
2662,7,0,0,0,104,36,37,184
2663,7,1,0,1,103,37,38,187
2664,7,0,0,1,103,36,38,185
2665,7,0,0,1,103,36,37,184
2666,7,0,0,1,103,36,38,185
2667,7,0,0,0,103,36,37,183
2668,7,0,0,0,104,37,38,186
2669,7,0,0,0,103,36,37,183
2670,7,0,0,0,104,37,38,186
2671,7,0,0,0,104,37,37,185
2672,7,0,0,0,103,37,37,184
2673,7,0,0,0,104,36,37,184
2674,7,0,0,0,104,37,37,185
2675,7,0,0,0,104,36,38,185
2676,6,1,0,1,104,36,37,185
2677,7,0,0,0,103,36,37,183
2678,7,0,0,0,103,36,37,183
2679,6,0,0,0,103,36,37,182
2680,7,1,0,0,105,36,37,186
2681,7,0,0,0,103,38,37,185
2682,7,0,0,0,103,36,37,183
2683,7,1,0,0,104,36,37,185
2684,7,0,0,0,103,36,37,183
2685,7,0,0,0,104,36,38,185
2686,7,0,0,0,104,37,37,185
2687,7,0,0,0,103,36,38,184
2688,7,0,0,149,104,36,37,333
2689,6,1,0,134,104,36,37,318
2690,6,1,0,129,103,35,37,311
2691,7,0,0,130,103,36,37,313
2692,7,0,0,131,104,36,37,315
2693,7,0,0,131,105,36,37,316
2694,7,1,0,131,103,36,37,315
2695,7,1,0,130,103,36,37,314
2696,7,0,0,131,103,37,37,315
2697,6,0,0,128,103,36,37,310
2698,6,0,0,128,103,38,38,313
2699,7,0,0,130,103,36,37,313
2700,7,0,0,127,103,36,38,311
2701,7,0,0,7,104,36,38,192
2702,7,0,0,7,103,36,37,190
2703,7,0,0,7,104,36,38,192
2704,7,0,0,7,103,38,38,193
2705,7,0,0,7,104,36,38,192
2706,6,0,0,7,104,36,38,191
2707,7,1,0,7,103,36,37,191
2708,7,0,0,7,103,36,38,191
2709,7,1,0,7,104,36,38,193
2710,7,0,0,149,104,37,37,334
2711,7,0,0,135,104,36,37,319
2712,7,2,0,135,103,36,37,320
2713,7,0,0,134,103,37,37,318
2714,7,0,0,134,104,38,38,321
2715,7,0,0,133,104,37,38,319
2716,7,0,0,132,103,36,37,315
2717,7,1,0,132,103,36,37,316
2718,7,1,0,132,103,36,37,316
2719,7,0,0,130,103,37,38,315
2720,7,1,0,127,103,35,37,310
2721,6,0,0,125,103,38,37,309
2722,7,0,0,124,104,37,38,310
2723,7,0,0,123,104,37,38,309
2724,7,0,0,0,103,37,38,185
2725,7,0,0,0,103,36,37,183
2726,7,0,0,0,104,37,37,185
2727,7,0,0,0,103,37,37,184
2728,7,0,0,0,104,37,37,185
2729,7,1,0,1,104,38,38,189
2730,7,0,0,0,104,37,37,185
2731,6,0,0,0,104,36,37,183
2732,7,0,0,0,104,37,38,186
2733,7,0,0,0,105,38,37,187
2734,7,1,0,0,105,37,37,187
2735,7,1,0,0,104,38,38,188
2736,6,0,0,1,104,38,38,187
2737,7,0,0,0,103,37,38,185
2738,7,1,0,0,104,36,38,186
2739,7,0,0,1,103,37,38,186
2740,7,0,0,0,104,36,37,184
2741,6,0,0,0,104,37,37,184
2742,7,0,0,0,104,37,37,185
2743,7,1,0,1,104,38,38,189
2744,7,1,0,0,104,35,38,185
2745,6,0,0,0,104,37,37,184
2746,7,1,0,0,104,37,38,187
2747,7,0,0,0,104,37,38,186
2748,7,1,0,0,104,35,37,184
2749,7,0,0,1,104,38,38,188
2750,6,0,0,0,104,38,38,186
2751,7,0,0,0,104,37,38,186
2752,7,0,0,0,104,37,38,186
2753,7,0,0,143,112,1457,38,1757
2754,7,0,0,128,110,1620,37,1902
2755,7,0,0,127,111,1714,37,1996
2756,7,1,0,126,111,1749,38,2032
2757,7,0,0,126,112,1769,38,2052
2758,7,1,0,124,111,1790,38,2071
2759,6,0,0,123,113,1793,37,2072
2760,7,0,0,123,114,1793,38,2075
2761,7,0,0,122,111,1799,38,2077
2762,7,0,0,0,113,1803,37,1960
2763,7,0,0,0,114,1811,37,1969
2764,7,1,0,1,114,1821,37,1981
2765,7,0,0,0,114,1803,38,1962
2766,7,0,0,0,114,1817,38,1976
2767,7,2,0,0,114,1811,37,1971
2768,7,0,0,0,114,1819,38,1978
2769,7,0,0,0,115,1823,38,1983
2770,7,0,0,0,104,1,38,150
2771,7,0,0,0,105,1,37,150
2772,7,0,0,0,105,1,37,150
2773,6,0,0,0,103,0,37,146
2774,7,1,0,0,104,1,38,151
2775,7,0,0,0,103,1,38,149
2776,6,0,0,0,103,1,38,148
2777,7,0,0,0,103,1,38,149
2778,6,1,0,0,103,0,38,148
2779,6,0,0,0,103,1,38,148
2780,7,0,0,10,103,1,38,159
2781,7,0,0,0,103,1,39,150
2782,7,0,0,0,103,1,37,148
2783,7,1,0,0,104,1,38,151
2784,7,0,0,0,103,1,38,149
2785,7,0,0,0,105,1,37,150
2786,7,0,0,0,104,0,37,148
2787,7,0,0,0,104,0,37,148
2788,7,0,0,0,104,1,38,150
2789,7,0,0,151,104,1,38,301
2790,7,1,0,136,104,39,37,324
2791,7,1,0,129,103,38,37,315
2792,7,2,0,127,104,37,37,314
2793,7,0,0,126,104,37,38,312
2794,7,0,0,124,104,36,38,309
2795,6,0,0,123,104,36,37,306
2796,7,1,0,124,104,36,38,310
2797,7,0,0,122,103,37,37,306
2798,7,0,0,0,104,36,38,185
2799,7,1,0,0,103,36,37,184
2800,7,0,0,0,104,36,37,184
2801,7,0,0,0,104,37,38,186
2802,7,0,0,0,104,37,37,185
2803,6,0,0,0,103,37,38,184
2804,7,0,0,0,104,38,38,187
2805,7,1,0,0,104,37,37,186
2806,7,0,0,0,104,37,37,185
2807,7,0,0,0,104,36,37,184
2808,7,1,0,0,103,35,37,183
2809,7,0,0,0,103,37,38,185
2810,6,0,0,1,103,36,38,184
2811,7,0,0,0,103,36,38,184
2812,6,1,0,1,103,37,38,186
2813,7,0,0,0,103,36,38,184
2814,7,1,0,0,104,37,37,186
2815,7,0,0,0,105,36,37,185
2816,7,0,0,0,104,38,37,186
2817,7,0,0,1,104,36,37,185
2818,7,2,0,0,103,37,37,186
2819,6,1,0,0,103,37,38,185
2820,6,1,0,0,103,37,38,185
2821,7,1,0,0,103,37,37,185
2822,6,0,0,0,104,36,37,183
2823,6,0,0,1,103,37,38,185
2824,7,0,0,0,104,36,37,184
2825,7,0,0,0,103,36,37,183
2826,6,0,0,0,104,37,38,185
2827,7,2,0,0,103,38,37,187
2828,7,1,0,0,104,37,37,186
2829,6,0,0,148,103,37,38,332
2830,6,1,0,136,103,37,38,321
2831,7,0,0,129,103,36,38,313
2832,7,0,0,127,103,38,37,312
2833,7,0,0,126,104,37,37,311
2834,334,0,0,125,103,36,37,635
2835,333,0,0,124,104,36,178,775
2836,331,0,0,123,103,37,264,858
2837,330,0,0,122,104,38,266,860
2838,331,0,0,0,104,36,294,765
2839,331,1,0,0,103,36,354,825
2840,332,0,0,10,105,37,416,900
2841,332,0,0,10,104,36,264,746
2842,331,1,0,0,104,36,262,734
2843,333,1,0,0,104,36,240,714
2844,332,0,0,0,103,35,285,755
2845,333,1,0,0,103,36,286,759
2846,332,1,0,0,103,36,276,748
2847,332,0,0,0,103,36,292,763
2848,331,0,0,0,103,34,286,754
2849,332,0,0,0,103,36,289,760
2850,331,0,0,0,103,36,296,766
2851,331,0,0,0,104,36,254,725
2852,332,0,0,0,104,36,288,760
2853,330,1,0,0,103,36,288,758
2854,330,0,0,0,103,36,281,750
2855,330,1,0,0,104,36,281,752
2856,330,1,0,0,111,1495,287,2224
2857,329,0,0,0,110,1640,290,2369
2858,329,1,0,0,111,1720,292,2453
2859,329,0,0,0,113,1746,292,2480
2860,329,1,0,0,113,1753,265,2461
2861,330,1,0,0,113,1766,270,2480
2862,329,0,0,0,114,1775,225,2443
2863,329,0,0,0,113,1790,223,2455
2864,326,0,0,10,113,1791,229,2469
2865,325,0,0,6,112,1800,222,2465
2866,324,0,0,147,113,1797,220,2601
2867,324,2,0,135,113,1805,265,2644
2868,326,1,0,132,113,1799,286,2657
2869,325,0,0,132,113,1805,269,2644
2870,326,0,0,131,113,1806,287,2663
2871,327,0,0,132,113,1808,291,2671
2872,327,0,0,130,107,1,265,830
2873,327,0,0,130,103,1,286,847
2874,326,1,0,130,103,0,221,781
2875,7,0,0,129,103,1,48,288
2876,7,0,0,128,103,1,48,287
2877,6,1,0,129,104,1,49,290
2878,7,1,0,130,103,1,48,290
2879,7,0,0,129,103,1,49,289
2880,7,1,0,7,102,1,48,166
2881,7,0,0,7,103,1,48,166
2882,7,0,0,7,102,1,48,165
2883,6,1,0,7,103,1,48,166
2884,6,2,0,7,103,1,48,167
2885,7,0,0,7,103,1,49,167
2886,6,0,0,7,103,1,48,165
2887,7,0,0,7,103,1,49,167
2888,6,0,0,7,103,1,49,166
2889,7,1,0,149,103,0,49,309
2890,7,1,0,141,103,39,49,340
2891,7,0,0,134,103,37,49,330
2892,7,1,0,135,103,37,48,331
2893,7,0,0,135,104,38,48,332
2894,7,0,0,132,103,36,49,327
2895,7,0,0,129,104,36,49,325
2896,7,1,0,127,104,36,49,324
2897,7,0,0,127,103,37,49,323
2898,7,0,0,124,104,36,49,320
2899,7,0,0,124,104,37,48,320
2900,6,0,0,123,103,37,49,318
2901,7,0,0,0,104,36,49,196
2902,7,0,0,0,104,36,48,195
2903,7,1,0,0,104,37,49,198
2904,6,0,0,0,104,36,49,195
2905,7,1,0,0,103,36,49,196
2906,7,0,0,1,104,36,49,197
2907,7,0,0,0,104,36,49,196
2908,6,0,0,0,104,37,48,195
2909,7,0,0,0,103,36,49,195
2910,7,0,0,0,104,36,49,196
2911,7,0,0,0,104,36,38,185
2912,7,0,0,0,103,36,38,184
2913,7,1,0,0,104,38,39,189
2914,7,0,0,0,104,36,38,185
2915,6,0,0,0,103,36,38,183
2916,7,0,0,0,103,37,39,186
2917,6,0,0,0,104,38,38,186
2918,6,0,0,0,103,35,38,182
2919,6,2,0,0,104,36,38,186
2920,6,0,0,0,104,35,38,183
2921,7,0,0,0,103,37,38,185
2922,7,2,0,0,103,36,38,186
2923,6,0,0,0,103,37,38,184
2924,6,0,0,0,103,36,38,183
2925,7,0,0,0,103,36,38,184
2926,6,1,0,0,104,36,38,185
2927,6,0,0,0,103,37,39,185
2928,6,1,0,0,103,36,38,184
2929,7,1,0,0,104,36,39,187
2930,7,1,0,0,103,36,38,185
2931,7,1,0,143,103,35,38,327
2932,6,0,0,138,103,37,38,322
2933,7,0,0,127,104,36,38,312
2934,7,0,0,126,103,36,38,310
2935,7,0,0,126,103,35,38,309
2936,6,0,0,125,103,37,38,309
2937,7,0,0,124,103,37,38,309
2938,7,0,0,123,103,36,38,307
2939,7,0,0,122,104,36,39,308
2940,7,0,0,0,103,36,39,185
2941,6,0,0,0,104,36,39,185
2942,6,1,0,0,103,36,38,184
2943,6,0,0,0,103,37,39,185
2944,7,1,0,0,104,36,38,186
2945,6,0,0,0,104,36,38,184
2946,6,0,0,0,102,36,38,182
2947,7,0,0,0,103,36,38,184
2948,6,2,0,0,103,36,38,185
2949,6,0,0,0,103,36,39,184
2950,7,0,0,0,103,36,38,184
2951,6,0,0,1,103,36,38,184
2952,6,0,0,1,104,36,38,185
2953,6,1,0,0,103,37,38,185
2954,7,0,0,7,103,35,38,190
2955,7,0,0,0,103,36,38,184
2956,7,0,0,0,103,37,39,186
2957,7,1,0,0,111,1277,38,1434
2958,7,1,0,0,113,1573,39,1733
2959,7,0,0,0,112,1685,38,1842
2960,7,0,0,0,113,1725,38,1883
2961,7,0,0,0,113,1735,38,1893
2962,7,0,0,0,113,1749,38,1907
2963,7,0,0,0,114,1763,38,1922
2964,7,0,0,0,114,1771,39,1931
2965,6,0,0,0,114,1782,39,1941
2966,7,0,0,0,114,1789,38,1948
2967,6,0,0,0,115,1797,39,1957
2968,6,0,0,140,113,1799,38,2096
2969,7,0,0,128,114,1801,38,2088
2970,7,1,0,126,114,1805,39,2092
2971,7,0,0,126,107,1,38,279
2972,7,0,0,125,106,1,38,277
2973,7,0,0,124,104,1,38,274
2974,7,0,0,123,103,1,38,272
2975,7,0,0,123,105,1,39,275
2976,7,1,0,0,104,1,38,151
2977,7,0,0,0,103,1,38,149
2978,7,0,0,0,105,1,38,151
2979,6,0,0,0,103,1,38,148
2980,7,1,0,0,105,1,38,152
2981,6,0,0,1,104,0,39,150
2982,6,1,0,0,104,1,38,150
2983,7,0,0,0,103,1,39,150
2984,7,0,0,0,103,1,38,149
2985,7,1,0,0,104,0,38,150
2986,7,1,0,0,103,1,38,150
2987,6,0,0,0,102,1,38,147
2988,7,2,0,0,103,38,38,188
2989,6,1,0,0,105,37,38,187
2990,6,0,0,0,103,36,39,184
2991,6,1,0,0,103,36,39,185
2992,7,1,0,0,104,36,39,187
2993,7,0,0,0,103,35,38,183
2994,7,0,0,1,103,36,38,185
2995,7,6,0,1,103,36,39,192
2996,7,4,0,0,103,37,39,190
2997,7,7,0,0,103,35,39,191
2998,6,7,0,1,104,37,39,194
2999,6,10,0,0,104,36,38,194
3000,7,5,0,0,103,35,38,188
3001,7,11,0,0,104,36,38,196
3002,7,5,0,0,105,36,38,191
3003,7,7,0,1,104,35,38,192
3004,7,5,0,0,104,37,38,191
3005,6,10,0,1,104,37,39,197
3006,7,10,0,1,103,36,38,195
3007,6,4494,0,0,103,35,39,4677
3008,6,4505,0,141,104,37,39,4832
3009,6,4497,0,129,103,36,39,4810
3010,6,4470,0,127,104,35,39,4781
3011,7,4469,0,126,104,36,38,4780
3012,6,4447,0,125,103,35,39,4755
3013,6,4447,0,124,103,35,38,4753
3014,7,4490,0,123,103,36,38,4797
3015,7,4461,0,127,103,36,38,4772
3016,6,4457,0,124,104,36,39,4766
3017,7,4454,0,1,103,36,38,4639
3018,6,4487,0,0,103,36,38,4670
3019,7,4497,0,1,103,36,39,4683
3020,6,4480,0,0,104,35,39,4664
3021,7,4466,0,1,103,35,38,4650
3022,7,4453,0,0,104,35,39,4638
3023,6,236,0,0,104,36,38,420
3024,7,241,0,0,103,36,38,425
3025,6,4461,0,1,104,36,39,4647
3026,6,4464,0,0,103,36,38,4647
3027,7,231,0,0,103,36,39,416
3028,7,228,0,0,104,37,38,414
3029,6,236,0,0,104,36,38,420
3030,7,4455,0,1,104,36,38,4641
3031,6,4460,0,0,103,34,38,4641
3032,7,234,0,0,103,36,39,419
3033,6,230,0,1,103,35,39,414
3034,6,233,0,1,103,37,38,418
3035,7,236,0,0,104,36,38,421
3036,6,238,0,0,104,36,39,423
3037,6,241,0,0,104,36,38,425
3038,7,242,0,0,104,36,38,427
3039,7,244,0,79,103,36,39,508
3040,6,243,0,7,103,37,38,434
3041,6,242,0,7,104,36,38,433
3042,7,0,0,7,103,35,38,190
3043,6,0,0,7,104,37,38,192
3044,7,0,0,149,104,35,39,334
3045,7,0,0,138,104,35,38,322
3046,6,2,0,138,103,35,39,323
3047,6,1,0,136,102,36,38,319
3048,7,0,0,136,102,37,38,320
3049,6,1,0,134,104,36,38,319
3050,6,0,0,133,104,36,38,317
3051,7,1,0,132,103,35,39,317
3052,7,1,0,132,103,36,39,318
3053,7,0,0,131,104,36,39,317
3054,7,1,0,131,104,36,39,318
3055,7,0,0,131,103,36,39,316
3056,7,0,0,131,103,36,38,315
3057,7,1,0,129,103,36,38,314
3058,6,1,0,129,104,36,38,314
3059,7,0,0,129,103,36,38,313
3060,6,1,0,129,104,35,39,314
3061,7,0,0,7,103,35,38,190
3062,6,1,0,7,103,37,39,193
3063,7,0,0,7,103,35,38,190
3064,7,0,0,7,103,36,39,192
3065,6,0,0,7,103,34,39,189
3066,7,0,0,7,103,36,39,192
3067,7,0,0,7,103,36,38,191
3068,7,0,0,7,104,35,38,191
3069,7,0,0,7,103,36,38,191
3070,7,0,0,158,104,36,38,343
3071,6,0,0,139,103,36,38,322
3072,7,0,0,136,104,36,38,321
3073,7,1,0,134,103,36,38,319
3074,7,1,0,134,103,37,39,321
3075,6,0,0,133,104,35,39,317
3076,7,0,0,132,105,36,39,319
3077,6,1,0,131,103,36,39,316
3078,6,0,0,127,104,36,39,312
3079,7,0,0,126,103,36,39,311
3080,7,6,0,125,103,37,39,317
3081,7,0,0,124,103,35,39,308
3082,295,0,0,122,104,37,39,597
3083,6,0,0,0,103,36,38,183
3084,7,0,0,0,103,36,38,184
3085,7,0,0,0,103,36,39,185
3086,7,0,0,0,103,36,38,184
3087,7,0,0,0,104,37,39,187
3088,7,0,0,0,103,36,39,185
3089,7,0,0,0,104,37,38,186
3090,7,0,0,0,103,36,38,184
3091,7,0,0,0,104,37,39,187
3092,7,0,0,0,103,37,39,186
3093,7,0,0,1,103,35,39,185
3094,7,0,0,1,104,36,39,187
3095,6,0,0,0,103,36,38,183
3096,7,0,0,0,103,37,38,185
3097,6,1,0,0,104,35,38,184
3098,7,1,0,0,103,36,38,185
3099,6,0,0,0,103,35,38,182
3100,7,0,0,0,104,35,39,185
3101,7,1,0,0,104,36,39,187
3102,7,0,0,0,104,36,39,186
3103,6,0,0,0,103,36,38,183
3104,7,1,0,0,104,37,38,187
3105,6,1,0,0,104,35,39,185
3106,7,0,0,0,104,36,38,185
3107,6,1,0,0,103,36,38,184
3108,7,0,0,0,104,35,38,184
3109,7,0,0,0,104,36,38,185
3110,7,0,0,0,104,36,39,186
3111,7,0,0,0,103,36,38,184
3112,6,0,0,143,103,35,38,325
3113,6,0,0,129,104,36,38,313
3114,6,0,0,126,103,36,38,309
3115,7,0,0,127,103,35,39,311
3116,7,0,0,125,103,36,39,310
3117,7,0,0,124,104,36,38,309
3118,6,1,0,124,104,36,39,310
3119,7,0,0,122,103,37,39,308
3120,7,0,0,122,103,37,39,308
3121,7,0,0,1,103,36,38,185
3122,7,0,0,0,104,38,38,187
3123,6,0,0,0,104,36,39,185
3124,6,0,0,0,104,36,38,184
3125,7,1,0,1,104,35,39,187
3126,7,0,0,0,104,37,39,187
3127,7,1,0,0,104,36,39,187
3128,7,0,0,0,103,37,39,186
3129,7,0,0,0,104,36,37,184
3130,7,0,0,0,103,36,39,185
3131,7,0,0,0,103,37,38,185
3132,7,1,0,0,104,37,39,188
3133,7,0,0,0,104,37,38,186
3134,7,0,0,0,103,36,39,185
3135,7,0,0,1,104,36,38,186
3136,7,1,0,0,103,36,39,186
3137,7,0,0,10,104,37,39,197
3138,7,0,0,0,104,36,38,185
3139,7,0,0,0,104,35,39,185
3140,6,0,0,0,104,36,38,184
3141,7,0,0,0,104,36,39,186
3142,6,0,0,0,104,37,38,185
3143,7,1,0,0,103,35,38,184
3144,7,1,0,1,103,36,38,186
3145,7,1,0,1,103,35,38,185
3146,6,0,0,0,103,36,38,183
3147,6,0,0,0,103,36,38,183
3148,7,0,0,146,103,36,38,330
3149,6,0,0,131,104,36,39,316
3150,7,0,0,127,104,36,39,313
3151,7,0,0,127,103,36,38,311
3152,7,0,0,125,103,37,38,310
3153,7,0,0,124,103,37,38,309
3154,7,0,0,124,103,36,38,308
3155,7,0,0,122,103,37,38,307
3156,7,1,0,122,103,37,38,308
3157,7,0,0,0,104,36,39,186
3158,6,1,0,0,104,36,38,185
3159,6,0,0,0,104,36,39,185
3160,7,1,0,0,104,37,39,188
3161,7,0,0,0,103,35,38,183
3162,7,0,0,0,103,37,38,185
3163,7,0,0,0,104,35,39,185
3164,6,0,0,0,104,36,39,185
3165,7,0,0,0,103,36,39,185
3166,6,0,0,0,104,36,39,185
3167,7,0,0,0,103,36,38,184
3168,7,0,0,1,103,37,39,187
3169,7,0,0,0,103,36,39,185
3170,7,0,0,0,104,36,39,186
3171,7,0,0,0,104,36,38,185
3172,7,0,0,0,104,36,38,185
3173,6,1,0,0,104,36,38,185
3174,7,0,0,0,104,36,38,185
3175,7,0,0,1,103,37,38,186
3176,7,1,0,0,104,36,39,187
3177,7,0,0,0,104,36,39,186
3178,7,0,0,0,104,36,39,186
3179,333,0,0,0,103,36,39,511
3180,330,0,0,0,104,35,217,686
3181,331,0,0,0,105,36,308,780
3182,331,1,0,0,104,35,229,700
3183,330,1,0,0,104,36,263,734
3184,334,0,0,0,104,36,316,790
3185,332,0,0,0,105,36,228,701
3186,331,0,0,0,104,36,215,686
3187,332,0,0,0,113,1519,312,2276
3188,331,0,0,0,113,1656,363,2463
3189,334,1,0,140,115,1727,324,2641
3190,331,0,0,138,114,1721,388,2692
3191,331,0,0,128,114,1745,221,2539
3192,335,0,0,127,114,1753,343,2672
3193,329,0,0,126,114,1769,226,2564
3194,334,0,0,126,114,1775,321,2670
3195,332,0,0,124,114,1778,251,2599
3196,331,0,0,123,115,1786,385,2740
3197,334,1,0,127,113,1783,221,2579
3198,331,0,0,10,114,1789,377,2621
3199,335,1,0,0,114,1789,228,2467
3200,333,0,0,0,114,1792,231,2470
3201,334,1,0,0,114,1795,258,2502
3202,337,0,0,0,115,1798,268,2518
3203,334,0,0,0,107,1,346,788
3204,332,0,0,0,106,0,358,796
3205,329,0,0,0,106,1,311,747
3206,330,0,0,0,106,0,249,685
3207,330,0,0,0,106,1,237,674
3208,334,0,0,0,104,1,239,678
3209,337,0,0,0,105,0,311,753
3210,334,0,0,0,104,0,254,692
3211,336,0,0,0,105,0,284,725
3212,334,0,0,0,104,1,212,651
3213,334,0,0,0,104,0,205,643
3214,337,0,0,0,104,0,363,804
3215,335,0,0,0,105,1,215,656
3216,339,0,0,0,106,1,247,693
3217,334,1,0,0,104,0,246,685
3218,335,0,0,0,104,1,222,662
3219,334,0,0,0,106,0,261,701
3220,332,1,0,0,104,0,198,635
3221,334,0,0,0,104,39,222,699
3222,335,0,0,0,104,38,213,690
3223,335,0,0,0,104,37,163,639
3224,335,0,0,10,104,37,376,862
3225,333,0,0,7,104,37,381,862
3226,7,0,0,152,104,38,38,339
3227,7,0,0,138,104,36,37,322
3228,7,1,0,135,114,1497,38,1792
3229,7,0,0,135,115,1682,37,1976
3230,7,0,0,133,115,1768,38,2061
3231,6,0,0,132,114,1747,39,2038
3232,7,0,0,132,114,1760,39,2052
